,ids,skill_category,rank,score,feature
1002,ID_29,Quality_Control_Analysis,17,38.55421686746988,feature_1
1003,ID_29,Monitoring,18,37.9746835443038,feature_1
1004,ID_29,Negotiation,19,37.5,feature_1
1005,ID_29,Systems_Analysis,20,37.38317757009346,feature_2
1006,ID_29,Social_Perceptiveness,21,37.3134328358209,feature_2
1007,ID_29,Repairing,22,37.3134328358209,feature_1
1008,ID_29,Management_of_Personnel_Resources,23,37.17948717948718,feature_5
1009,ID_29,Active_Learning,24,36.36363636363637,feature_3
1010,ID_29,Learning_Strategies,25,35.483870967741936,feature_3
1011,ID_29,Judgment_and_Decision_Making,26,34.78260869565217,feature_3
1012,ID_29,Management_of_Financial_Resources,27,33.07692307692307,feature_2
1013,ID_29,Complex_Problem_Solving,28,32.57575757575758,feature_2
1014,ID_29,Critical_Thinking,29,32.407407407407405,feature_4
1015,ID_29,Active_Listening,30,31.3953488372093,feature_2
1016,ID_29,Management_of_Material_Resources,31,30.625000000000004,feature_2
1017,ID_29,Coordination,32,30.28169014084507,feature_2
1018,ID_29,Time_Management,33,29.677419354838708,feature_1
1019,ID_29,Service_Orientation,34,27.00729927007299,feature_1
1020,ID_30,Reading_Comprehension,1,71.73913043478261,feature_1
1021,ID_30,Social_Perceptiveness,2,62.68656716417911,feature_1
1022,ID_30,Science,3,62.5,feature_4
1023,ID_30,Speaking,4,62.22222222222222,feature_2
1024,ID_30,Instructing,5,59.01639344262295,feature_5
1025,ID_30,Equipment_Maintenance,6,58.82352941176471,feature_4
1026,ID_30,Troubleshooting,7,58.333333333333336,feature_1
1027,ID_30,Installation,8,57.14285714285714,feature_2
1028,ID_30,Equipment_Selection,9,54.71698113207547,feature_1
1029,ID_30,Monitoring,10,54.43037974683544,feature_1
1030,ID_30,Repairing,11,53.73134328358209,feature_2
1031,ID_30,Active_Learning,12,53.40909090909091,feature_2
1032,ID_30,Active_Listening,13,52.32558139534884,feature_1
1033,ID_30,Mathematics,14,52.112676056338024,feature_2
1034,ID_30,Operation_Monitoring,15,50.847457627118644,feature_1
1035,ID_30,Management_of_Personnel_Resources,16,50.0,feature_1
1036,ID_30,Operation_and_Control,17,50.0,feature_1
1037,ID_30,Learning_Strategies,18,49.46236559139785,feature_2
1038,ID_30,Quality_Control_Analysis,19,49.39759036144578,feature_5
1039,ID_30,Critical_Thinking,20,47.22222222222222,feature_5
1040,ID_30,Operations_Analysis,21,46.42857142857143,feature_5
1041,ID_30,Service_Orientation,22,45.98540145985402,feature_3
1042,ID_30,Technology_Design,23,45.714285714285715,feature_1
1043,ID_30,Judgment_and_Decision_Making,24,45.21739130434783,feature_3
1044,ID_30,Systems_Analysis,25,43.925233644859816,feature_4
1045,ID_30,Negotiation,26,43.75,feature_1
1046,ID_30,Systems_Evaluation,27,43.43434343434344,feature_3
1047,ID_30,Persuasion,28,42.42424242424242,feature_3
1048,ID_30,Complex_Problem_Solving,29,42.42424242424242,feature_2
1049,ID_30,Management_of_Financial_Resources,30,41.53846153846154,feature_1
1050,ID_30,Coordination,31,40.845070422535215,feature_2
1051,ID_30,Time_Management,32,40.0,feature_1
1052,ID_30,Management_of_Material_Resources,33,37.5,feature_2
1053,ID_30,Programming,34,36.666666666666664,feature_1
1054,ID_31,Science,1,57.49999999999999,feature_1
1055,ID_31,Installation,2,54.285714285714285,feature_5
1056,ID_31,Mathematics,3,53.52112676056338,feature_1
1057,ID_31,Speaking,4,51.11111111111111,feature_2
1058,ID_31,Technology_Design,5,50.0,feature_1
1059,ID_31,Reading_Comprehension,6,50.0,feature_1
1060,ID_31,Operation_and_Control,7,46.875,feature_1
1061,ID_31,Management_of_Personnel_Resources,8,46.15384615384615,feature_1
1062,ID_31,Active_Learning,9,45.45454545454545,feature_1
1063,ID_31,Operations_Analysis,10,45.23809523809524,feature_1
1064,ID_31,Negotiation,11,44.79166666666667,feature_1
1065,ID_31,Systems_Evaluation,12,44.44444444444444,feature_1
1066,ID_31,Instructing,13,44.26229508196721,feature_4
1067,ID_31,Persuasion,14,43.43434343434344,feature_1
1068,ID_31,Quality_Control_Analysis,15,43.373493975903614,feature_2
1069,ID_31,Programming,16,43.333333333333336,feature_3
1070,ID_31,Monitoring,17,43.037974683544306,feature_1
1071,ID_31,Judgment_and_Decision_Making,18,42.608695652173914,feature_1
1072,ID_31,Systems_Analysis,19,42.05607476635514,feature_1
1073,ID_31,Social_Perceptiveness,20,41.7910447761194,feature_2
1074,ID_31,Equipment_Selection,21,41.509433962264154,feature_2
1075,ID_31,Critical_Thinking,22,40.74074074074074,feature_4
1076,ID_31,Management_of_Financial_Resources,23,40.0,feature_1
1077,ID_31,Troubleshooting,24,39.58333333333333,feature_1
1078,ID_31,Active_Listening,25,39.53488372093023,feature_3
1079,ID_31,Complex_Problem_Solving,26,39.39393939393939,feature_2
1080,ID_31,Operation_Monitoring,27,38.983050847457626,feature_4
1081,ID_31,Repairing,28,38.80597014925373,feature_4
1082,ID_31,Coordination,29,38.732394366197184,feature_1
1083,ID_31,Service_Orientation,30,38.68613138686132,feature_1
1084,ID_31,Learning_Strategies,31,37.634408602150536,feature_1
1085,ID_31,Equipment_Maintenance,32,37.254901960784316,feature_3
1086,ID_31,Time_Management,33,36.774193548387096,feature_2
1087,ID_31,Management_of_Material_Resources,34,36.25,feature_2
1088,ID_32,Science,1,62.5,feature_2
1089,ID_32,Mathematics,2,59.154929577464785,feature_2
1090,ID_32,Installation,3,57.14285714285714,feature_4
1091,ID_32,Speaking,4,55.55555555555556,feature_4
1092,ID_32,Reading_Comprehension,5,54.347826086956516,feature_2
1093,ID_32,Technology_Design,6,54.285714285714285,feature_1
1094,ID_32,Management_of_Personnel_Resources,7,51.28205128205128,feature_2
1095,ID_32,Active_Learning,8,51.13636363636363,feature_2
1096,ID_32,Instructing,9,50.81967213114754,feature_2
1097,ID_32,Social_Perceptiveness,10,50.74626865671642,feature_5
1098,ID_32,Negotiation,11,50.0,feature_2
1099,ID_32,Operation_and_Control,12,50.0,feature_1
1100,ID_32,Operations_Analysis,13,50.0,feature_1
1101,ID_32,Judgment_and_Decision_Making,14,49.56521739130435,feature_1
1102,ID_32,Systems_Evaluation,15,49.494949494949495,feature_2
1103,ID_32,Persuasion,16,49.494949494949495,feature_1
1104,ID_32,Monitoring,17,49.36708860759494,feature_2
1105,ID_32,Critical_Thinking,18,48.148148148148145,feature_2
1106,ID_32,Programming,19,47.77777777777778,feature_2
1107,ID_32,Quality_Control_Analysis,20,46.98795180722892,feature_2
1108,ID_32,Systems_Analysis,21,45.794392523364486,feature_4
1109,ID_32,Operation_Monitoring,22,45.76271186440678,feature_1
1110,ID_32,Active_Listening,23,45.348837209302324,feature_1
1111,ID_32,Equipment_Selection,24,45.28301886792453,feature_1
1112,ID_32,Learning_Strategies,25,45.16129032258064,feature_2
1113,ID_32,Repairing,26,44.776119402985074,feature_4
1114,ID_32,Complex_Problem_Solving,27,44.696969696969695,feature_2
1115,ID_32,Management_of_Financial_Resources,28,44.61538461538462,feature_3
1116,ID_32,Coordination,29,44.36619718309859,feature_1
1117,ID_32,Service_Orientation,30,43.79562043795621,feature_1
1118,ID_32,Troubleshooting,31,43.75,feature_1
1119,ID_32,Time_Management,32,41.935483870967744,feature_2
1120,ID_32,Management_of_Material_Resources,33,41.25,feature_3
1121,ID_32,Equipment_Maintenance,34,41.17647058823529,feature_1
1122,ID_33,Installation,1,80.0,feature_3
1123,ID_33,Science,2,75.0,feature_1
1124,ID_33,Operation_and_Control,3,75.0,feature_1
1125,ID_33,Technology_Design,4,74.28571428571429,feature_4
1126,ID_33,Mathematics,5,73.23943661971832,feature_3
1127,ID_33,Speaking,6,71.11111111111111,feature_1
1128,ID_33,Equipment_Selection,7,69.81132075471697,feature_2
1129,ID_33,Management_of_Personnel_Resources,8,69.23076923076923,feature_3
1130,ID_33,Programming,9,68.88888888888889,feature_3
1131,ID_33,Troubleshooting,10,68.75,feature_1
1132,ID_33,Equipment_Maintenance,11,68.62745098039215,feature_1
1133,ID_33,Monitoring,12,68.35443037974683,feature_3
1134,ID_33,Operations_Analysis,13,67.85714285714286,feature_1
1135,ID_33,Persuasion,14,67.67676767676768,feature_3
1136,ID_33,Quality_Control_Analysis,15,67.46987951807229,feature_2
1137,ID_33,Negotiation,16,66.66666666666666,feature_1
1138,ID_33,Operation_Monitoring,17,66.10169491525424,feature_2
1139,ID_33,Social_Perceptiveness,18,65.67164179104478,feature_4
1140,ID_33,Systems_Evaluation,19,65.65656565656566,feature_4
1141,ID_33,Instructing,20,65.57377049180327,feature_3
1142,ID_33,Reading_Comprehension,21,65.21739130434783,feature_1
1143,ID_33,Active_Learning,22,64.77272727272727,feature_2
1144,ID_33,Systems_Analysis,23,64.48598130841121,feature_1
1145,ID_33,Repairing,24,64.17910447761194,feature_1
1146,ID_33,Critical_Thinking,25,63.888888888888886,feature_2
1147,ID_33,Active_Listening,26,62.7906976744186,feature_2
1148,ID_33,Judgment_and_Decision_Making,27,60.0,feature_4
1149,ID_33,Management_of_Financial_Resources,28,60.0,feature_4
1150,ID_33,Learning_Strategies,29,59.13978494623656,feature_2
1151,ID_33,Complex_Problem_Solving,30,57.57575757575758,feature_1
1152,ID_33,Management_of_Material_Resources,31,57.49999999999999,feature_1
1153,ID_33,Time_Management,32,56.12903225806451,feature_1
1154,ID_33,Coordination,33,54.929577464788736,feature_1
1155,ID_33,Service_Orientation,34,54.74452554744526,feature_1
1156,ID_34,Science,1,72.5,feature_1
1157,ID_34,Speaking,2,55.55555555555556,feature_2
1158,ID_34,Technology_Design,3,54.285714285714285,feature_1
1159,ID_34,Operation_and_Control,4,53.125,feature_2
1160,ID_34,Reading_Comprehension,5,47.82608695652174,feature_1
1161,ID_34,Operations_Analysis,6,47.61904761904761,feature_1
1162,ID_34,Operation_Monitoring,7,47.45762711864407,feature_2
1163,ID_34,Programming,8,46.666666666666664,feature_2
1164,ID_34,Mathematics,9,46.478873239436616,feature_2
1165,ID_34,Systems_Evaluation,10,46.464646464646464,feature_2
1166,ID_34,Management_of_Personnel_Resources,11,46.15384615384615,feature_1
1167,ID_34,Instructing,12,45.90163934426229,feature_1
1168,ID_34,Installation,13,45.714285714285715,feature_4
1169,ID_34,Persuasion,14,45.45454545454545,feature_1
1170,ID_34,Monitoring,15,44.303797468354425,feature_3
1171,ID_34,Negotiation,16,43.75,feature_1
1172,ID_34,Troubleshooting,17,43.75,feature_4
1173,ID_34,Social_Perceptiveness,18,43.28358208955223,feature_1
1174,ID_34,Active_Listening,19,43.02325581395349,feature_2
1175,ID_34,Quality_Control_Analysis,20,42.168674698795186,feature_3
1176,ID_34,Active_Learning,21,42.04545454545455,feature_4
1177,ID_34,Equipment_Maintenance,22,41.17647058823529,feature_1
1178,ID_34,Systems_Analysis,23,40.18691588785047,feature_1
1179,ID_34,Equipment_Selection,24,39.62264150943396,feature_1
1180,ID_34,Management_of_Financial_Resources,25,39.23076923076923,feature_1
1181,ID_34,Judgment_and_Decision_Making,26,39.130434782608695,feature_2
1182,ID_34,Repairing,27,38.80597014925373,feature_1
1183,ID_34,Critical_Thinking,28,37.96296296296296,feature_1
1184,ID_34,Learning_Strategies,29,37.634408602150536,feature_4
1185,ID_34,Complex_Problem_Solving,30,37.121212121212125,feature_2
1186,ID_34,Coordination,31,34.50704225352113,feature_1
1187,ID_34,Time_Management,32,34.193548387096776,feature_5
1188,ID_34,Management_of_Material_Resources,33,32.5,feature_3
1189,ID_34,Service_Orientation,34,32.11678832116788,feature_2
1190,ID_35,Installation,1,80.0,feature_3
1191,ID_35,Operation_and_Control,2,78.125,feature_1
1192,ID_35,Mathematics,3,76.05633802816901,feature_1
1193,ID_35,Science,4,75.0,feature_2
1194,ID_35,Technology_Design,5,74.28571428571429,feature_5
1195,ID_35,Speaking,6,73.33333333333333,feature_3
1196,ID_35,Monitoring,7,70.88607594936708,feature_3
1197,ID_35,Troubleshooting,8,70.83333333333334,feature_2
1198,ID_35,Equipment_Maintenance,9,70.58823529411765,feature_1
1199,ID_35,Management_of_Personnel_Resources,10,70.51282051282051,feature_1
1200,ID_35,Equipment_Selection,11,69.81132075471697,feature_2
1201,ID_35,Reading_Comprehension,12,69.56521739130434,feature_1
1202,ID_35,Operations_Analysis,13,69.04761904761905,feature_1
1203,ID_35,Instructing,14,68.85245901639344,feature_1
1204,ID_35,Negotiation,15,68.75,feature_2
1205,ID_35,Persuasion,16,68.68686868686868,feature_3
1206,ID_35,Quality_Control_Analysis,17,68.67469879518072,feature_1
1207,ID_35,Social_Perceptiveness,18,68.65671641791045,feature_3
1208,ID_35,Programming,19,67.77777777777779,feature_2
1209,ID_35,Systems_Evaluation,20,67.67676767676768,feature_2
1210,ID_35,Active_Learning,21,67.04545454545455,feature_2
1211,ID_35,Systems_Analysis,22,66.35514018691589,feature_5
1212,ID_35,Operation_Monitoring,23,66.10169491525424,feature_3
1213,ID_35,Repairing,24,65.67164179104478,feature_1
1214,ID_35,Critical_Thinking,25,64.81481481481481,feature_1
1215,ID_35,Active_Listening,26,63.95348837209303,feature_1
1216,ID_35,Judgment_and_Decision_Making,27,60.86956521739131,feature_1
1217,ID_35,Management_of_Financial_Resources,28,60.76923076923077,feature_2
1218,ID_35,Learning_Strategies,29,60.215053763440864,feature_2
1219,ID_35,Complex_Problem_Solving,30,58.333333333333336,feature_1
1220,ID_35,Management_of_Material_Resources,31,58.12500000000001,feature_1
1221,ID_35,Time_Management,32,56.12903225806451,feature_2
1222,ID_35,Coordination,33,55.633802816901415,feature_1
1223,ID_35,Service_Orientation,34,54.74452554744526,feature_2
1224,ID_36,Science,1,50.0,feature_1
1225,ID_36,Operation_and_Control,2,46.875,feature_3
1226,ID_36,Technology_Design,3,45.714285714285715,feature_2
1227,ID_36,Installation,4,45.714285714285715,feature_1
1228,ID_36,Monitoring,5,45.56962025316456,feature_4
1229,ID_36,Mathematics,6,45.07042253521127,feature_1
1230,ID_36,Management_of_Personnel_Resources,7,44.871794871794876,feature_1
1231,ID_36,Operation_Monitoring,8,44.06779661016949,feature_3
1232,ID_36,Systems_Evaluation,9,43.43434343434344,feature_1
1233,ID_36,Quality_Control_Analysis,10,43.373493975903614,feature_3
1234,ID_36,Programming,11,43.333333333333336,feature_5
1235,ID_36,Persuasion,12,42.42424242424242,feature_1
1236,ID_36,Speaking,13,42.22222222222222,feature_2
1237,ID_36,Learning_Strategies,14,41.935483870967744,feature_1
1238,ID_36,Social_Perceptiveness,15,41.7910447761194,feature_2
1239,ID_36,Negotiation,16,41.66666666666667,feature_2
1240,ID_36,Operations_Analysis,17,41.66666666666667,feature_2
1241,ID_36,Reading_Comprehension,18,41.30434782608695,feature_5
1242,ID_36,Active_Learning,19,40.909090909090914,feature_1
1243,ID_36,Critical_Thinking,20,40.74074074074074,feature_5
1244,ID_36,Active_Listening,21,40.69767441860465,feature_1
1245,ID_36,Systems_Analysis,22,40.18691588785047,feature_3
1246,ID_36,Management_of_Financial_Resources,23,40.0,feature_1
1247,ID_36,Judgment_and_Decision_Making,24,40.0,feature_1
1248,ID_36,Complex_Problem_Solving,25,39.39393939393939,feature_1
1249,ID_36,Instructing,26,39.34426229508197,feature_1
1250,ID_36,Repairing,27,38.80597014925373,feature_3
1251,ID_36,Equipment_Selection,28,37.735849056603776,feature_2
1252,ID_36,Equipment_Maintenance,29,37.254901960784316,feature_2
1253,ID_36,Coordination,30,35.91549295774648,feature_1
1254,ID_36,Troubleshooting,31,35.41666666666667,feature_2
1255,ID_36,Service_Orientation,32,35.03649635036496,feature_1
1256,ID_36,Management_of_Material_Resources,33,34.375,feature_2
1257,ID_36,Time_Management,34,34.193548387096776,feature_3
1258,ID_37,Science,1,67.5,feature_1
1259,ID_37,Installation,2,60.0,feature_3
1260,ID_37,Reading_Comprehension,3,56.52173913043478,feature_1
1261,ID_37,Mathematics,4,56.33802816901409,feature_1
1262,ID_37,Operation_and_Control,5,56.25,feature_2
1263,ID_37,Speaking,6,55.55555555555556,feature_1
1264,ID_37,Instructing,7,54.09836065573771,feature_1
1265,ID_37,Technology_Design,8,52.85714285714286,feature_1
1266,ID_37,Social_Perceptiveness,9,52.23880597014925,feature_1
1267,ID_37,Management_of_Personnel_Resources,10,51.28205128205128,feature_1
1268,ID_37,Operations_Analysis,11,51.19047619047619,feature_2
1269,ID_37,Quality_Control_Analysis,12,49.39759036144578,feature_1
1270,ID_37,Monitoring,13,49.36708860759494,feature_3
1271,ID_37,Operation_Monitoring,14,49.152542372881356,feature_1
1272,ID_37,Troubleshooting,15,47.91666666666667,feature_3
1273,ID_37,Programming,16,47.77777777777778,feature_2
1274,ID_37,Equipment_Selection,17,47.16981132075472,feature_3
1275,ID_37,Negotiation,18,46.875,feature_2
1276,ID_37,Active_Learning,19,46.590909090909086,feature_1
1277,ID_37,Active_Listening,20,46.51162790697674,feature_2
1278,ID_37,Systems_Evaluation,21,46.464646464646464,feature_5
1279,ID_37,Learning_Strategies,22,45.16129032258064,feature_4
1280,ID_37,Systems_Analysis,23,44.85981308411215,feature_1
1281,ID_37,Persuasion,24,44.44444444444444,feature_5
1282,ID_37,Repairing,25,43.28358208955223,feature_2
1283,ID_37,Equipment_Maintenance,26,43.13725490196079,feature_1
1284,ID_37,Critical_Thinking,27,41.66666666666667,feature_3
1285,ID_37,Management_of_Financial_Resources,28,41.53846153846154,feature_1
1286,ID_37,Judgment_and_Decision_Making,29,40.0,feature_2
1287,ID_37,Complex_Problem_Solving,30,38.63636363636363,feature_2
1288,ID_37,Service_Orientation,31,37.22627737226277,feature_1
1289,ID_37,Coordination,32,36.61971830985916,feature_2
1290,ID_37,Time_Management,33,36.12903225806451,feature_1
1291,ID_37,Management_of_Material_Resources,34,35.0,feature_3
1292,ID_38,Science,1,67.5,feature_1
1293,ID_38,Technology_Design,2,65.71428571428571,feature_4
1294,ID_38,Installation,3,60.0,feature_1
1295,ID_38,Operation_and_Control,4,59.375,feature_1
1296,ID_38,Programming,5,54.44444444444444,feature_4
1297,ID_38,Troubleshooting,6,54.166666666666664,feature_1
1298,ID_38,Equipment_Maintenance,7,52.94117647058824,feature_3
1299,ID_38,Systems_Evaluation,8,51.515151515151516,feature_1
1300,ID_38,Operations_Analysis,9,51.19047619047619,feature_1
1301,ID_38,Operation_Monitoring,10,50.847457627118644,feature_1
1302,ID_38,Mathematics,11,50.70422535211267,feature_3
1303,ID_38,Equipment_Selection,12,49.056603773584904,feature_1
1304,ID_38,Instructing,13,47.540983606557376,feature_2
1305,ID_38,Persuasion,14,47.474747474747474,feature_1
1306,ID_38,Management_of_Personnel_Resources,15,47.43589743589743,feature_1
1307,ID_38,Quality_Control_Analysis,16,46.98795180722892,feature_2
1308,ID_38,Negotiation,17,46.875,feature_2
1309,ID_38,Monitoring,18,45.56962025316456,feature_1
1310,ID_38,Learning_Strategies,19,45.16129032258064,feature_2
1311,ID_38,Systems_Analysis,20,44.85981308411215,feature_2
1312,ID_38,Social_Perceptiveness,21,44.776119402985074,feature_1
1313,ID_38,Speaking,22,44.44444444444444,feature_2
1314,ID_38,Active_Learning,23,44.31818181818182,feature_5
1315,ID_38,Reading_Comprehension,24,43.47826086956522,feature_1
1316,ID_38,Repairing,25,43.28358208955223,feature_1
1317,ID_38,Judgment_and_Decision_Making,26,42.608695652173914,feature_4
1318,ID_38,Management_of_Financial_Resources,27,42.30769230769231,feature_1
1319,ID_38,Active_Listening,28,41.86046511627907,feature_1
1320,ID_38,Critical_Thinking,29,40.74074074074074,feature_1
1321,ID_38,Complex_Problem_Solving,30,40.15151515151515,feature_1
1322,ID_38,Coordination,31,37.32394366197183,feature_2
1323,ID_38,Management_of_Material_Resources,32,36.875,feature_4
1324,ID_38,Time_Management,33,36.12903225806451,feature_1
1325,ID_38,Service_Orientation,34,32.11678832116788,feature_1
1326,ID_39,Mathematics,1,63.38028169014085,feature_2
1327,ID_39,Social_Perceptiveness,2,59.70149253731343,feature_1
1328,ID_39,Science,3,57.49999999999999,feature_5
1329,ID_39,Quality_Control_Analysis,4,56.62650602409639,feature_2
1330,ID_39,Management_of_Personnel_Resources,5,56.41025641025641,feature_1
1331,ID_39,Monitoring,6,55.69620253164557,feature_1
1332,ID_39,Speaking,7,55.55555555555556,feature_5
1333,ID_39,Installation,8,54.285714285714285,feature_4
1334,ID_39,Negotiation,9,54.166666666666664,feature_1
1335,ID_39,Instructing,10,54.09836065573771,feature_1
1336,ID_39,Operations_Analysis,11,53.57142857142857,feature_2
1337,ID_39,Systems_Evaluation,12,53.535353535353536,feature_1
1338,ID_39,Equipment_Selection,13,52.83018867924528,feature_5
1339,ID_39,Active_Learning,14,52.27272727272727,feature_1
1340,ID_39,Troubleshooting,15,52.083333333333336,feature_5
1341,ID_39,Critical_Thinking,16,51.85185185185185,feature_2
1342,ID_39,Management_of_Financial_Resources,17,51.53846153846153,feature_1
1343,ID_39,Technology_Design,18,51.42857142857142,feature_3
1344,ID_39,Judgment_and_Decision_Making,19,51.30434782608696,feature_2
1345,ID_39,Repairing,20,50.74626865671642,feature_2
1346,ID_39,Persuasion,21,50.505050505050505,feature_1
1347,ID_39,Operation_and_Control,22,50.0,feature_4
1348,ID_39,Reading_Comprehension,23,50.0,feature_3
1349,ID_39,Systems_Analysis,24,49.532710280373834,feature_1
1350,ID_39,Operation_Monitoring,25,49.152542372881356,feature_3
1351,ID_39,Time_Management,26,49.03225806451613,feature_1
1352,ID_39,Equipment_Maintenance,27,49.01960784313725,feature_2
1353,ID_39,Service_Orientation,28,48.9051094890511,feature_1
1354,ID_39,Programming,29,48.888888888888886,feature_3
1355,ID_39,Active_Listening,30,48.837209302325576,feature_1
1356,ID_39,Coordination,31,48.59154929577465,feature_1
1357,ID_39,Complex_Problem_Solving,32,48.484848484848484,feature_3
1358,ID_39,Management_of_Material_Resources,33,47.5,feature_1
1359,ID_39,Learning_Strategies,34,44.086021505376344,feature_1
1360,ID_40,Mathematics,1,66.19718309859155,feature_4
1361,ID_40,Science,2,65.0,feature_3
1362,ID_40,Installation,3,62.857142857142854,feature_5
1363,ID_40,Speaking,4,62.22222222222222,feature_1
1364,ID_40,Management_of_Personnel_Resources,5,60.256410256410255,feature_1
1365,ID_40,Social_Perceptiveness,6,59.70149253731343,feature_3
1366,ID_40,Quality_Control_Analysis,7,59.036144578313255,feature_1
1367,ID_40,Technology_Design,8,58.57142857142858,feature_2
1368,ID_40,Negotiation,9,57.291666666666664,feature_2
1369,ID_40,Monitoring,10,56.9620253164557,feature_1
1370,ID_40,Equipment_Selection,11,56.60377358490566,feature_2
1371,ID_40,Systems_Evaluation,12,56.56565656565656,feature_2
1372,ID_40,Operation_and_Control,13,56.25,feature_2
1373,ID_40,Operations_Analysis,14,55.952380952380956,feature_3
1374,ID_40,Instructing,15,55.73770491803278,feature_1
1375,ID_40,Active_Learning,16,55.68181818181818,feature_1
1376,ID_40,Persuasion,17,54.54545454545454,feature_5
1377,ID_40,Troubleshooting,18,54.166666666666664,feature_5
1378,ID_40,Programming,19,53.333333333333336,feature_2
1379,ID_40,Systems_Analysis,20,53.271028037383175,feature_1
1380,ID_40,Management_of_Financial_Resources,21,53.07692307692308,feature_2
1381,ID_40,Judgment_and_Decision_Making,22,53.04347826086957,feature_2
1382,ID_40,Critical_Thinking,23,52.77777777777778,feature_1
1383,ID_40,Operation_Monitoring,24,52.54237288135594,feature_3
1384,ID_40,Repairing,25,52.23880597014925,feature_2
1385,ID_40,Reading_Comprehension,26,52.17391304347826,feature_1
1386,ID_40,Service_Orientation,27,51.82481751824818,feature_5
1387,ID_40,Active_Listening,28,51.162790697674424,feature_1
1388,ID_40,Equipment_Maintenance,29,50.98039215686274,feature_1
1389,ID_40,Time_Management,30,50.32258064516129,feature_3
1390,ID_40,Coordination,31,50.0,feature_2
1391,ID_40,Complex_Problem_Solving,32,50.0,feature_1
1392,ID_40,Management_of_Material_Resources,33,48.75,feature_3
1393,ID_40,Learning_Strategies,34,48.38709677419355,feature_4
1394,ID_41,Science,1,62.5,feature_4
1395,ID_41,Installation,2,60.0,feature_1
1396,ID_41,Operation_and_Control,3,59.375,feature_1
1397,ID_41,Technology_Design,4,55.714285714285715,feature_1
1398,ID_41,Mathematics,5,53.52112676056338,feature_1
1399,ID_41,Speaking,6,53.333333333333336,feature_1
1400,ID_41,Operation_Monitoring,7,49.152542372881356,feature_1
1401,ID_41,Operations_Analysis,8,48.80952380952381,feature_1
1402,ID_41,Troubleshooting,9,47.91666666666667,feature_1
1403,ID_41,Reading_Comprehension,10,47.82608695652174,feature_1
1404,ID_41,Instructing,11,47.540983606557376,feature_5
1405,ID_41,Equipment_Selection,12,47.16981132075472,feature_2
1406,ID_41,Social_Perceptiveness,13,46.26865671641791,feature_3
1407,ID_41,Management_of_Personnel_Resources,14,46.15384615384615,feature_2
1408,ID_41,Programming,15,45.55555555555556,feature_5
1409,ID_41,Negotiation,16,44.79166666666667,feature_3
1410,ID_41,Monitoring,17,44.303797468354425,feature_2
1411,ID_41,Persuasion,18,43.43434343434344,feature_1
1412,ID_41,Systems_Evaluation,19,43.43434343434344,feature_1
1413,ID_41,Active_Learning,20,43.18181818181818,feature_1
1414,ID_41,Equipment_Maintenance,21,43.13725490196079,feature_1
1415,ID_41,Quality_Control_Analysis,22,42.168674698795186,feature_3
1416,ID_41,Systems_Analysis,23,42.05607476635514,feature_5
1417,ID_41,Repairing,24,41.7910447761194,feature_1
1418,ID_41,Learning_Strategies,25,39.784946236559136,feature_1
1419,ID_41,Active_Listening,26,39.53488372093023,feature_1
1420,ID_41,Judgment_and_Decision_Making,27,39.130434782608695,feature_3
1421,ID_41,Critical_Thinking,28,38.88888888888889,feature_2
1422,ID_41,Complex_Problem_Solving,29,37.121212121212125,feature_1
1423,ID_41,Management_of_Financial_Resources,30,36.92307692307693,feature_2
1424,ID_41,Coordination,31,34.50704225352113,feature_3
1425,ID_41,Time_Management,32,32.25806451612903,feature_4
1426,ID_41,Service_Orientation,33,32.11678832116788,feature_1
1427,ID_41,Management_of_Material_Resources,34,31.874999999999996,feature_1
1428,ID_42,Mathematics,1,64.7887323943662,feature_1
1429,ID_42,Science,2,60.0,feature_1
1430,ID_42,Social_Perceptiveness,3,59.70149253731343,feature_1
1431,ID_42,Speaking,4,57.77777777777777,feature_1
1432,ID_42,Management_of_Personnel_Resources,5,57.692307692307686,feature_2
1433,ID_42,Monitoring,6,56.9620253164557,feature_1
1434,ID_42,Quality_Control_Analysis,7,56.62650602409639,feature_4
1435,ID_42,Negotiation,8,56.25,feature_1
1436,ID_42,Systems_Evaluation,9,55.55555555555556,feature_1
1437,ID_42,Operations_Analysis,10,54.761904761904766,feature_1
1438,ID_42,Installation,11,54.285714285714285,feature_2
1439,ID_42,Instructing,12,54.09836065573771,feature_3
1440,ID_42,Active_Learning,13,53.40909090909091,feature_1
1441,ID_42,Management_of_Financial_Resources,14,53.07692307692308,feature_1
1442,ID_42,Judgment_and_Decision_Making,15,53.04347826086957,feature_1
1443,ID_42,Technology_Design,16,52.85714285714286,feature_2
1444,ID_42,Equipment_Selection,17,52.83018867924528,feature_2
1445,ID_42,Critical_Thinking,18,52.77777777777778,feature_1
1446,ID_42,Persuasion,19,52.52525252525253,feature_1
1447,ID_42,Reading_Comprehension,20,52.17391304347826,feature_1
1448,ID_42,Troubleshooting,21,52.083333333333336,feature_1
1449,ID_42,Systems_Analysis,22,51.4018691588785,feature_2
1450,ID_42,Repairing,23,50.74626865671642,feature_1
1451,ID_42,Service_Orientation,24,50.36496350364964,feature_1
1452,ID_42,Time_Management,25,50.32258064516129,feature_2
1453,ID_42,Programming,26,50.0,feature_1
1454,ID_42,Operation_and_Control,27,50.0,feature_1
1455,ID_42,Active_Listening,28,50.0,feature_1
1456,ID_42,Coordination,29,50.0,feature_2
